ml_algo,bias,Monte_carlo_SE_bias,prct_bias,Monte_carlo_SE_prct_bias,abs_bias,Monte_carlo_abs_bias_SE,MSE,Monte_carlo_SE_MSE,empirical_SE,Monte_carlo_SE_empirical,time,nancount,n_conf,n_observations,iterations_monte_carlo,B_T,gamma,lam,linear,outcome_nuisance,propensity_nuisance,x_omit,Scenario,cov,Correlation,RMSE,DGP
T-learner,0.3207624376703761,0.002954210871684,32.07624376703761,0.2954210871684005,0.3207624376703761,0.002954210871684,0.1072434949955553,0.0019366819447141,0.0660581632895434,0.0020910346216085,0.3030551815032959,0,20,2000,500,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1-X5 X15-X19,5S 5W,0.0744981886978781,0.0550261856865396,0.327480526131792,Linear
X-learner,0.2987419682803438,0.0030735182738052,29.874196828034385,0.3073518273805287,0.2987419682803438,0.0030735182738052,0.0939605743871421,0.0018757160693529,0.0687259579031643,0.0021754821845232,0.9667671155929566,0,20,2000,500,1.0,0.5,0.1,True,XGBRegressor,ElasticNet,X1-X5 X15-X19,5S 5W,0.0744981886978781,0.0550261856865396,0.3065298915067535,Linear
XBCF,0.3118161800750651,0.0028036957225983,31.18161800750651,0.2803695722598378,0.3118161800750651,0.0028036957225983,0.1011518242993587,0.0017642402730458,0.0626925422395536,0.0019844977488242,1.1319006538391114,0,20,2000,500,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1-X5 X15-X19,5S 5W,0.0744981886978781,0.0550261856865396,0.318043745889396,Linear
Linear Regression,0.4237088965297789,0.0030614510965684,42.37088965297789,0.3061451096568463,0.4237088965297789,0.0030614510965684,0.1842060979240059,0.0026006695903495,0.0684561276171835,0.0021669408560658,0.0020528888702392,0,20,2000,500,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1-X10,10S,0.1068061876159209,0.1027851032997618,0.4291923786881658,Linear
DML,0.3999927381210293,0.0158502798745315,39.99927381210293,1.5850279874531523,0.4438398893160842,0.0133072823403668,0.2853586452279469,0.0155226891082992,0.3544230326184932,0.0112190650631981,1.2846436548233031,0,20,2000,500,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1-X10,10S,0.1068061876159209,0.1027851032997618,0.5341897090247498,Linear
T-learner,0.4314146982204708,0.0032630173375142,43.14146982204708,0.3263017337514236,0.4314146982204708,0.0032630173375142,0.191431635630974,0.0028337545399652,0.072963285784422,0.0023096124549029,0.3012438106536865,0,20,2000,500,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1-X10,10S,0.1068061876159209,0.1027851032997618,0.4375290111878,Linear
X-learner,0.4270200791706507,0.0033540606763663,42.70200791706508,0.3354060676366394,0.4270200791706507,0.0033540606763663,0.1879597598022614,0.0028916747497243,0.0749990767301418,0.0023740542912767,0.972087059020996,0,20,2000,500,1.0,0.5,0.1,True,XGBRegressor,ElasticNet,X1-X10,10S,0.1068061876159209,0.1027851032997618,0.43354326174242563,Linear
XBCF,0.42829322213325,0.0031244478995707,42.82932221332501,0.3124447899570745,0.42829322213325,0.0031244478995707,0.1883064092891701,0.0026885808895919,0.0698647789559662,0.0022115309350582,1.0840760612487792,0,20,2000,500,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1-X10,10S,0.1068061876159209,0.1027851032997618,0.4339428640837064,Linear
Linear Regression,0.3517904998026794,0.0028245375022297,35.17904998026794,0.2824537502229752,0.3517904998026794,0.0028245375022297,0.127737583790069,0.0020112670171363,0.0631585785998319,0.0019992498720402,0.0011584758758544,0,20,2000,500,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X3-X20,All but 2S,0.0885200472515177,0.0705285171864732,0.3574039504399315,Linear
DML,0.3313888207550283,0.0099326590684266,33.138882075502835,0.9932659068426656,0.3430292618184625,0.0091063276494509,0.1590487508900379,0.0077310721037223,0.2221010087433174,0.0070304845858463,0.5410268831253052,0,20,2000,500,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X3-X20,All but 2S,0.0885200472515177,0.0705285171864732,0.39880916600554445,Linear
T-learner,0.3525810623042397,0.0031574410349259,35.25810623042398,0.3157441034925966,0.3525810623042397,0.0031574410349259,0.1292881530062147,0.0022626720825724,0.0706025278904175,0.0022348839695231,0.1081943655014038,0,20,2000,500,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X3-X20,All but 2S,0.0885200472515177,0.0705285171864732,0.3595666183146243,Linear
X-learner,0.3512293943215445,0.0032993114850138,35.12293943215445,0.329931148501386,0.3512293943215445,0.0032993114850138,0.1287939301167759,0.0023639213577993,0.0737748475943677,0.0023353019951151,0.4429458427429199,0,20,2000,500,1.0,0.5,0.1,True,XGBRegressor,ElasticNet,X3-X20,All but 2S,0.0885200472515177,0.0705285171864732,0.35887871226470913,Linear
XBCF,0.3520827787768549,0.0029265211485921,35.20827787768549,0.292652114859213,0.3520827787768549,0.0029265211485921,0.128235981601777,0.00210283129004,0.0654390022584276,0.0020714354216316,0.3163019943237304,0,20,2000,500,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X3-X20,All but 2S,0.0885200472515177,0.0705285171864732,0.3581005188515886,Linear
Linear Regression,0.0024360950936683,0.0013195794768393,0.2436095093668376,0.1319579476839356,0.0179658702726086,0.0008256096832346,0.0005265802680183,4.485028710866451e-05,0.0228557869851092,0.0009346426343945,0.0145025014877319,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X999,No Omit,0.0004387029239403,0.0003074535170408,0.022947336839343687,Linear
DML,-0.1799806843873053,0.0037606287481058,-17.998068438730538,0.3760628748105883,0.1799806843873053,0.0037606287481058,0.0366216029982658,0.001436172148799,0.0651360006012352,0.002663609143519,2.81450453599294,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X999,No Omit,0.0004387029239403,0.0003074535170408,0.19136771670860736,Linear
T-learner,0.0791367310177948,0.0014408662627867,7.913673101779479,0.1440866262786714,0.0791367310177948,0.0014408662627867,0.0068833747767666,0.0002276996318123,0.0249565357405847,0.0010205486393943,0.6647851705551148,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X999,No Omit,0.0004387029239403,0.0003074535170408,0.08296610619262905,Linear
X-learner,0.0108936512313817,0.0014466168043175,1.089365123138174,0.1446616804317565,0.0221020902215877,0.0009250989251439,0.0007443889905326,5.871477191463838e-05,0.0250561380416094,0.0010246216803744,3.7720779021581015,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,ElasticNet,X999,No Omit,0.0004387029239403,0.0003074535170408,0.027283493004609947,Linear
XBCF,0.0322828092751319,0.0013746820614802,3.2282809275131954,0.1374682061480228,0.0344943601850135,0.0011814541949257,0.001607215254971,9.532492105742674e-05,0.0238101917473727,0.0009736711474735,10.991940863927203,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X999,No Omit,0.0004387029239403,0.0003074535170408,0.040090089236256385,Linear
Linear Regression,0.0718735872057109,0.0013713420756008,7.187358720571092,0.1371342075600836,0.0718735872057109,0.0013713420756008,0.0057281056852225,0.0001984824863436,0.023752341494976,0.0009713054747301,0.0134442885716756,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1,S,0.0183151375586802,0.0124182347180769,0.0756842499151739,Linear
DML,-0.0706375695281652,0.0034412181260871,-7.0637569528165205,0.3441218126087129,0.0767396818427594,0.0029722462788618,0.0085304189040482,0.0005953864978089,0.0596036463430986,0.0024373743539842,2.752171850204468,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1,S,0.0183151375586802,0.0124182347180769,0.09236026691195842,Linear
T-learner,0.1283807629536882,0.0014934902204275,12.838076295368827,0.1493490220427502,0.1283807629536882,0.0014934902204275,0.0171485436950863,0.0003840513575885,0.0258680094238767,0.0010578215701006,0.650370740890503,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1,S,0.0183151375586802,0.0124182347180769,0.13095244822104815,Linear
X-learner,0.0767413399978306,0.0015186282517448,7.674133999783067,0.1518628251744856,0.0767436874814859,0.0015182314508194,0.0065787965629949,0.000238116778614,0.0263034128983159,0.0010756265422348,3.693838715553284,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,ElasticNet,X1,S,0.0183151375586802,0.0124182347180769,0.08110978093297318,Linear
XBCF,0.0976922768783739,0.0014590142908176,9.769227687837397,0.1459014290817687,0.0976922768783739,0.0014590142908176,0.0101802690492231,0.0002823495882954,0.025270868806653,0.0010334026743544,9.627139933904012,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1,S,0.0183151375586802,0.0124182347180769,0.10089731933616027,Linear
Linear Regression,0.064689935458535,0.0014975566079021,6.468993545853503,0.1497556607902158,0.0649357025014613,0.0014615499545669,0.0048553478119969,0.0002057322817814,0.0259384413209704,0.0010607017445565,0.0139347632726033,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X2,S,0.0167269098304076,0.0113658143444212,0.06968032586029503,Linear
DML,-0.0738619797667452,0.0038419500158564,-7.386197976674523,0.3841950015856498,0.0819322231807489,0.0032489340969343,0.0098690054524406,0.0007281572184485,0.066544526276035,0.0027212080416959,2.747363408406576,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X2,S,0.0167269098304076,0.0113658143444212,0.09934286815086728,Linear
T-learner,0.1230687920230044,0.0016168501083807,12.306879202300442,0.1616850108380779,0.1230687920230044,0.0016168501083807,0.0159275746476198,0.0004056389496996,0.0280046653593875,0.001145195928886,0.6461477518081665,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X2,S,0.0167269098304076,0.0113658143444212,0.1262044953542456,Linear
X-learner,0.0706243691804636,0.0016678022433248,7.062436918046365,0.1667802243324828,0.0709514454013795,0.001620708018742,0.0058194892546673,0.0002497427525401,0.0288871822241595,0.0011812847272252,3.673093152046204,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,ElasticNet,X2,S,0.0167269098304076,0.0113658143444212,0.07628557697669527,Linear
XBCF,0.0927390461262347,0.0015944006635368,9.27390461262347,0.159440066353689,0.0927390461262347,0.0015944006635368,0.009360622605694,0.000301319860363,0.0276158295686742,0.001129295250952,9.75038673877716,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X2,S,0.0167269098304076,0.0113658143444212,0.09675031062324296,Linear
Linear Regression,0.0032306849101981,0.0013345174488217,0.3230684910198138,0.1334517448821795,0.0185796721623424,0.0008132128298241,0.0005429374345307,4.732657773511073e-05,0.0231145202494655,0.0009452230243833,0.0124305327733357,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X15,W,0.0018574668543824,0.0012976913515271,0.023301017886150382,Linear
DML,-0.1615186979928382,0.0035620989402891,-16.151869799283823,0.356209894028914,0.1615186979928382,0.0035620989402891,0.0298821659105639,0.0012403744785514,0.0616973634616805,0.0025229928139682,2.745099798838297,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X15,W,0.0018574668543824,0.0012976913515271,0.172864588364893,Linear
T-learner,0.0753800327514558,0.0014400571380492,7.538003275145587,0.1440057138049298,0.075397969279037,0.001436913230427,0.0063022049413037,0.0002205928657468,0.0249425212890361,0.0010199755458525,0.6457091410954793,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X15,W,0.0018574668543824,0.0012976913515271,0.0793864279414542,Linear
X-learner,0.0109159009659936,0.0014850270404827,1.0915900965993603,0.1485027040482751,0.0219524247057202,0.000996036008633,0.0007785431818779,6.40742768762465e-05,0.0257214228472976,0.0010518271992137,3.654160197575887,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,ElasticNet,X15,W,0.0018574668543824,0.0012976913515271,0.02790238666992306,Linear
XBCF,0.0316006337650609,0.0014771143328928,3.160063376506097,0.1477114332892826,0.0344859311530676,0.0012426355175831,0.0016509782133323,0.0001051300623303,0.0255843707315858,0.001046222721426,10.29915296236674,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X15,W,0.0018574668543824,0.0012976913515271,0.0406322312128229,Linear
Linear Regression,0.0020182874214628,0.0013313673548923,0.2018287421462868,0.1331367354892322,0.018364992546742,0.0008112703279156,0.0005340626551838,4.630143487526871e-05,0.0230599590221208,0.0009429918498761,0.0122287193934122,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X16,W,0.0013037908521709,0.0009118024358537,0.02310979565430642,Linear
DML,-0.1757475051415421,0.0036276086582328,-17.574750514154214,0.3627608658232862,0.1757475051415421,0.0036276086582328,0.0348218893920849,0.0013681561085671,0.0628320250603608,0.0025693925772504,2.7406525293986004,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X16,W,0.0013037908521709,0.0009118024358537,0.18660624156786637,Linear
T-learner,0.074863468303859,0.0014730541170009,7.486346830385907,0.1473054117000976,0.074863468303859,0.0014730541170009,0.0062533355275353,0.0002339816141118,0.025514045729442,0.0010433469182296,0.6446758349736531,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X16,W,0.0013037908521709,0.0009118024358537,0.07907803441876449,Linear
X-learner,0.0089573699099576,0.0014824814979014,0.8957369909957621,0.1482481497901468,0.0217451895537019,0.0009405557189453,0.0007373621417982,5.9688594583969606e-05,0.0256773327564615,0.0010500242213212,3.660784085591634,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,ElasticNet,X16,W,0.0013037908521709,0.0009118024358537,0.027154412934147554,Linear
XBCF,0.0305009377831186,0.0014904618208204,3.0500937783118687,0.1490461820820457,0.0326871824201527,0.0013264441444546,0.0015945286610073,0.0001159255022277,0.0258155560040265,0.0010556765902518,10.354725790023805,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X16,W,0.0013037908521709,0.0009118024358537,0.03993154969453727,Linear
Linear Regression,0.0769219599522563,0.0014887119727525,7.692195995225634,0.1488711972752593,0.0769219599522563,0.0014887119727525,0.0065796506609038,0.0002333433501594,0.0257852477464358,0.0010544371934313,0.0096100727717081,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1 X16,S W,0.0191832988805726,0.0129970535781109,0.08111504583555261,Linear
DML,-0.0592071676411999,0.003711332312681,-5.920716764119996,0.3711332312681091,0.0695547572695174,0.0030525205957641,0.0076239109731032,0.0006459248402198,0.0642821612933575,0.0026286930576899,2.6315315405527757,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1 X16,S W,0.0191832988805726,0.0129970535781109,0.08731501001032525,Linear
T-learner,0.1322509107582482,0.0016110690426108,13.225091075824826,0.1611069042610877,0.1322509107582482,0.0016110690426108,0.0182663708909438,0.0004333140353316,0.0279045343630338,0.0011411012679462,0.6176925261815389,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1 X16,S W,0.0191832988805726,0.0129970535781109,0.13515313866478942,Linear
X-learner,0.0822551630801571,0.0016475404021828,8.225516308015719,0.1647540402182849,0.0822947471801424,0.0016409158707514,0.0075775142770138,0.0002814946610411,0.0285362368410315,0.0011669335032822,3.5690054496129355,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,ElasticNet,X1 X16,S W,0.0191832988805726,0.0129970535781109,0.08704891887331974,Linear
XBCF,0.1032571366435939,0.0016259673968746,10.325713664359398,0.1625967396874665,0.1032571366435939,0.0016259673968746,0.0114525234905679,0.0003429050161145,0.0281625814283742,0.0011516535971705,9.03627105553945,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1 X16,S W,0.0191832988805726,0.0129970535781109,0.10701646364259987,Linear
Linear Regression,0.1387326321567742,0.0015551820840934,13.873263215677422,0.1555182084093442,0.1387326321567742,0.0015551820840934,0.0199699020282377,0.0004292533869808,0.0269365438467069,0.0011015171920692,0.0095340728759765,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1 X2,S S,0.0348364493523301,0.0234966613317831,0.14131490377252395,Linear
DML,0.038405757072228,0.0038144717257527,3.840575707222809,0.3814471725752791,0.0609343738156048,0.0026580554875004,0.0058255103457146,0.0004795822394311,0.0660685883303876,0.0027017454917684,2.635671011606852,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1 X2,S S,0.0348364493523301,0.0234966613317831,0.0763250309250812,Linear
T-learner,0.1819525043874952,0.0016741515767242,18.19525043874952,0.167415157672429,0.1819525043874952,0.0016741515767242,0.0339447461199341,0.0006058605721173,0.0289971559045801,0.0011857818854481,0.6207294861475626,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1 X2,S S,0.0348364493523301,0.0234966613317831,0.1842410001056608,Linear
X-learner,0.1436427901667298,0.0017437486861903,14.364279016672985,0.1743748686190305,0.1436427901667298,0.0017437486861903,0.0215424083515797,0.0004997849474594,0.0302026132011308,0.0012350767001063,3.582263215382894,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,ElasticNet,X1 X2,S S,0.0348364493523301,0.0234966613317831,0.14677332302424612,Linear
XBCF,0.1640868366809298,0.0016514652205348,16.408683668092987,0.1651465220534849,0.1640868366809298,0.0016514652205348,0.0277399638469703,0.0005405442113753,0.028604216688993,0.0011697134059925,8.514282608032227,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1 X2,S S,0.0348364493523301,0.0234966613317831,0.16655318624082308,Linear
Linear Regression,0.0106236771857899,0.0013443323277444,1.0623677185789917,0.1344332327744499,0.0200823320384137,0.0009142572870038,0.0006532241097661,5.1468587727109286e-05,0.023284518939108,0.0009521747877697,0.0098746140797932,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X15 X16,W W,0.0026995611603839,0.0018821933669772,0.025558249348617366,Linear
DML,-0.160050721999767,0.0035309558542684,-16.005072199976702,0.3530955854268441,0.1604181938929787,0.0034747362475177,0.0293440607368396,0.0011746372416291,0.061157949388757,0.0025009345321653,2.6472792863845824,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X15 X16,W W,0.0026995611603839,0.0018821933669772,0.17130108212395975,Linear
T-learner,0.0806137972296732,0.0014800090330074,8.06137972296732,0.1480009033007475,0.0806137972296732,0.0014800090330074,0.0071535218983842,0.0002453525752386,0.0256345084082983,0.0010482730034957,0.6230072577794393,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X15 X16,W W,0.0026995611603839,0.0018821933669772,0.08457849548427898,Linear
X-learner,0.0169195130408425,0.0014773171152094,1.6919513040842509,0.1477317115209483,0.024604535374738,0.0010560291186647,0.0009388272133476,7.358565052180684e-05,0.0255878830243391,0.0010463663497576,3.581900684038798,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,ElasticNet,X15 X16,W W,0.0026995611603839,0.0018821933669772,0.030640287422731532,Linear
XBCF,0.0370499189753119,0.0014412389834356,3.704991897531197,0.1441238983435669,0.0384742312451114,0.0013104976187038,0.0019937702684822,0.0001181701532897,0.0249629914515949,0.0010208126330494,9.704514495531718,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X15 X16,W W,0.0026995611603839,0.0018821933669772,0.0446516547115804,Linear
Linear Regression,0.0771767963261948,0.0014600364078818,7.717679632619484,0.1460036407881884,0.0771767963261948,0.0014600364078818,0.0065936380785648,0.0002394372140458,0.0252885723935178,0.001034126627858,0.0054848829905192,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X10-X19,10W,0.01983778893737,0.0134396588514702,0.08120121968643575,Linear
DML,-0.0067642088045046,0.0033977177714725,-0.6764208804504641,0.3397717771472537,0.0464049898981984,0.0021202422746167,0.0034975558510704,0.0003611890316821,0.0588501980997013,0.0024065635640715,1.6596547524134315,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X10-X19,10W,0.01983778893737,0.0134396588514702,0.05914013739475417,Linear
T-learner,0.1132175450905344,0.0015449031438257,11.321754509053449,0.1544903143825764,0.1132175450905344,0.0015449031438257,0.0135318435077442,0.0003637103860941,0.0267585073787911,0.0010942367394862,0.3812183698018392,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X10-X19,10W,0.01983778893737,0.0134396588514702,0.11632645231306679,Linear
X-learner,0.0806926705064331,0.0015409030738974,8.069267050643317,0.1540903073897474,0.0807824421662709,0.0015250905053178,0.0072212473761206,0.0002619727901451,0.0266892241352948,0.0010914035369689,2.527598357200622,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,ElasticNet,X10-X19,10W,0.01983778893737,0.0134396588514702,0.08497792287483026,Linear
XBCF,0.0943209381232999,0.0014959481750284,9.432093812329992,0.1495948175028446,0.0943209381232999,0.0014959481750284,0.0095655597902282,0.0002974538703329,0.025910582446392,0.001059562510456,4.931318275133768,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X10-X19,10W,0.01983778893737,0.0134396588514702,0.09780367983991298,Linear
Linear Regression,0.2962880456700422,0.0017416284917825,29.62880456700422,0.1741628491782514,0.2962880456700422,0.0017416284917825,0.088693553678186,0.0010338198943527,0.0301658903567686,0.001233574991326,0.0050769964853922,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1-X5 X15-X19,5S 5W,0.0744981886978781,0.0550261856865396,0.2978146297249113,Linear
DML,0.2687900831546693,0.0036961839870778,26.87900831546693,0.3696183987077855,0.2687900831546693,0.0036961839870778,0.0763329798461268,0.0020898646271838,0.0640197845974135,0.0026179636767038,1.641914892196655,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1-X5 X15-X19,5S 5W,0.0744981886978781,0.0550261856865396,0.2762842374188705,Linear
T-learner,0.3075122583980168,0.0018041022800342,30.751225839801684,0.1804102280034207,0.3075122583980168,0.0018041022800342,0.0955369697910591,0.0011190364439226,0.031247968110701,0.0012778244412887,0.3788587808609008,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1-X5 X15-X19,5S 5W,0.0744981886978781,0.0550261856865396,0.30909055273666824,Linear
X-learner,0.2976094301031686,0.0018293444617779,29.760943010316865,0.182934446177798,0.2976094301031686,0.0018293444617779,0.0895719767331243,0.001100738960149,0.031685175523442,0.0012957031819458,2.583838812510173,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,ElasticNet,X1-X5 X15-X19,5S 5W,0.0744981886978781,0.0550261856865396,0.29928577769938264,Linear
XBCF,0.3084364570919625,0.0017840611912525,30.843645709196256,0.1784061191252575,0.3084364570919625,0.0017840611912525,0.0960847274893478,0.0011049218682647,0.0309008462706131,0.0012636295736481,4.169309687614441,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1-X5 X15-X19,5S 5W,0.0744981886978781,0.0550261856865396,0.3099753659395336,Linear
Linear Regression,0.4247606056026393,0.0019724289213877,42.47606056026393,0.197242892138779,0.4247606056026393,0.0019724289213877,0.181584824351049,0.001681141975284,0.0341634710616193,0.0013970482230122,0.004947010676066,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1-X10,10S,0.1068061876159209,0.1027851032997618,0.4261277089688595,Linear
DML,0.4205797305266733,0.0041319049313416,42.057973052667336,0.4131904931341603,0.4205797305266733,0.0041319049313416,0.1819920286000211,0.0035629221444289,0.0715666927312805,0.0029265797004865,1.6396356105804444,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1-X10,10S,0.1068061876159209,0.1027851032997618,0.42660523742685236,Linear
T-learner,0.4269022341710747,0.001994511860295,42.69022341710747,0.19945118602951,0.4269022341710747,0.001994511860295,0.1834349627309515,0.0017079197874467,0.0345459587832983,0.0014126893090989,0.3791980743408203,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1-X10,10S,0.1068061876159209,0.1027851032997618,0.42829308041451186,Linear
X-learner,0.4246143067489949,0.0020289668785424,42.46143067489949,0.2028966878542436,0.4246143067489949,0.0020289668785424,0.1815282047676019,0.0017274849137928,0.0351427372050993,0.0014370933935728,2.631969038645426,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,ElasticNet,X1-X10,10S,0.1068061876159209,0.1027851032997618,0.4260612687954655,Linear
XBCF,0.4291025098650205,0.0020130644774748,42.91025098650205,0.2013064477474806,0.4291025098650205,0.0020130644774748,0.1853406401210107,0.0017329652282901,0.0348672995389845,0.0014258299097979,3.789220587412516,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X1-X10,10S,0.1068061876159209,0.1027851032997618,0.4305120673349479,Linear
Linear Regression,0.3489136281718282,0.0018580099541285,34.89136281718282,0.1858009954128557,0.3489136281718282,0.0018580099541285,0.1227729280199314,0.0012918507818558,0.0321816764151937,0.0013160066132714,0.0022142171859741,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X3-X20,All but 2S,0.0885200472515177,0.0705285171864732,0.35038968024177225,Linear
DML,0.347042302038797,0.0031311556653666,34.704230203879696,0.313115566536664,0.347042302038797,0.0031311556653666,0.1233697960088142,0.0021826264312098,0.0542332069882215,0.0022177607572278,0.6773344278335571,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X3-X20,All but 2S,0.0885200472515177,0.0705285171864732,0.35124036785200846,Linear
T-learner,0.3487228785593314,0.0019398524808751,34.87228785593314,0.1939852480875193,0.3487228785593314,0.0019398524808751,0.122732791297326,0.0013521254960511,0.0335992305606436,0.0013739747130688,0.1432869831720988,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X3-X20,All but 2S,0.0885200472515177,0.0705285171864732,0.3503324011525711,Linear
X-learner,0.3481475607321439,0.0020067594935452,34.81475607321439,0.2006759493545291,0.3481475607321439,0.0020067594935452,0.1224108220595572,0.00139882268447,0.0347580940139163,0.0014213641637832,0.7242462317148844,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,ElasticNet,X3-X20,All but 2S,0.0885200472515177,0.0705285171864732,0.34987257974805225,Linear
XBCF,0.3506044519819592,0.001885899407033,35.06044519819592,0.1885899407033016,0.3506044519819592,0.001885899407033,0.1239869101050306,0.0013163093166221,0.032664735909452,0.0013357603849782,1.176092020670573,0,20,8000,300,1.0,0.5,0.1,True,XGBRegressor,XGBClassifier,X3-X20,All but 2S,0.0885200472515177,0.0705285171864732,0.35211775034074977,Linear
Linear Regression,0.0048698298783806,0.0014951984113153,0.4869829878380631,0.1495198411315327,0.0204265316591045,0.0009588906562365,0.0006921651115151,6.091591846887212e-05,0.0258975961579441,0.00105903146163,0.0124730745951334,0,20,8000,300,1.0,0.5,0.5,True,XGBRegressor,XGBClassifier,X999,No Omit,0.0017944448826248,0.0011226489936021,0.0263090309877635,Linear
DML,-0.5899591373326585,0.0081589089736774,-58.99591373326585,0.8158908973677402,0.5899591373326585,0.0081589089736774,0.36795555461888,0.0096970882815626,0.141316448767389,0.0057788593341931,2.8039212624231973,0,20,8000,300,1.0,0.5,0.5,True,XGBRegressor,XGBClassifier,X999,No Omit,0.0017944448826248,0.0011226489936021,0.6065934013974106,Linear
T-learner,0.3497211810310382,0.0016957913929,34.972118103103824,0.1695791392900073,0.3497211810310382,0.0016957913929,0.1231647412877662,0.0011872825770377,0.0293719685154092,0.0012011091129121,0.6639321168263753,0,20,8000,300,1.0,0.5,0.5,True,XGBRegressor,XGBClassifier,X999,No Omit,0.0017944448826248,0.0011226489936021,0.3509483456119521,Linear
